"","X.1","X","iid","id","gender","wave","round","order","partner","pid","match","sameRace","age","fieldCD","race","imprace","imprelig","goal","date","goOut","careerCD","exphappy","expnum","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","decRating","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","probRating","met","youCall","themCall","dateAfter","numDatesAfter","careerLaw","careerAcad","careerPsych","careerMed","careerEngin","careerCreative","careerCorp","careerRealEstate","careerIntAffairs","careerUnd","careerSpeech","careerPolitics","careerSports","careerOther","careerJourn","careerArch","date3","date4","date5","date6","date7","fieldLaw","fieldMath","fieldSocialSci","fieldMed","fieldEngin","fieldEng","fieldHum","fieldBusEconFin","fieldEducAca","fieldSci","fieldSocWork","fieldUnd","fieldPoliSci","fieldFilm","fieldArts","fieldLang","fieldArch","fieldOther","goalfunNight","goalMeetNew","goalGetDate","goalSerRel","goalSayDid","goalOther","goOut1","goOut2","goOut3","goOut4","raceBlack","raceWhite","raceLatino","raceAsian","raceNativeAmer","raceOther","surIID","surPID","decRatingGuess","decRaterAvg","decRateeAvg","decWaveAvg","decRaterAvgAdj","decRateeAvgAdj","attrRatingGuess","attrRaterAvg","attrRateeAvg","attrWaveAvg","attrRaterAvgAdj","attrRateeAvgAdj","sincRatingGuess","sincRaterAvg","sincRateeAvg","sincWaveAvg","sincRaterAvgAdj","sincRateeAvgAdj","intelRatingGuess","intelRaterAvg","intelRateeAvg","intelWaveAvg","intelRaterAvgAdj","intelRateeAvgAdj","funRatingGuess","funRaterAvg","funRateeAvg","funWaveAvg","funRaterAvgAdj","funRateeAvgAdj","ambRatingGuess","ambRaterAvg","ambRateeAvg","ambWaveAvg","ambRaterAvgAdj","ambRateeAvgAdj","sharRatingGuess","sharRaterAvg","sharRateeAvg","sharWaveAvg","sharRaterAvgAdj","sharRateeAvgAdj","likeRatingGuess","likeRaterAvg","likeRateeAvg","likeWaveAvg","likeRaterAvgAdj","likeRateeAvgAdj","probRatingGuess","probRaterAvg","probRateeAvg","probWaveAvg","probRaterAvgAdj","probRateeAvgAdj"
"305",305,505,40,1,1,2,19,8,1,21,0,1,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,-1.87210512015625,1.75747854025924,1.85841052460207,-0.294407845256956,-1.60192253892648,0.739856155004705,-1.31384687209662,-2.00705453273393,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44,28,0.01,0,0.25,0.5625,-0.5625,-0.3125,0,-0.0758236175513153,-0.653199814817186,0.0507001787631193,-0.126523796314435,-0.703899993580305,0.0913837269251941,0.429507315116984,-0.0560321640756526,-0.0643319842327916,0.493839299349776,0.00829982015713908,0.313504111111589,0.0900639083993173,0.229907645905147,-0.0520353732598322,0.142099281659149,0.281943019164979,0.0893769078525506,0.498825198805805,-0.433958103008738,0.0232526098885477,0.475572588917257,-0.457210712897286,0.26894526186808,0.0362385812414095,0.152676503998441,0.130593449682452,-0.0943548684410428,0.0220830543159887,0,-0.872343685651742,-0.21738750038506,0.000931228037167091,-0.873274913688909,-0.218318728422227,0,-1.71132854129111,-0.079360534117567,0.205373930834258,-1.91670247212537,-0.284734464951825,0,-1.72004839022893,0.223765938554961,0.122661501990699,-1.84270989221963,0.101104436564263
"306",306,506,40,1,1,2,19,10,2,22,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,-1.33036942889444,1.75747854025924,0.487039679383608,0.821994216757301,-0.381331900370014,-0.791733693618919,-1.89478161938088,-2.00705453273393,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45,25,0.01,0,0.25,0.575657894736842,-0.575657894736842,-0.325657894736842,0,-0.104336022354568,-0.754775256928774,0.0863406847671854,-0.190676707121754,-0.84111594169596,0.0979701461995129,0.495905876374097,-0.48969776728617,-0.0332076586435201,0.529113535017617,-0.45649010864265,0,0.234418734211787,-0.584343793443313,-0.013691122653395,0.248109856865182,-0.570652670789918,0,0.469446197173851,-0.678171054074357,0.0599763619284904,0.409469835245361,-0.738147416002847,0,0.00411777496360767,-0.266901528005345,0.12858589929009,-0.124468124326482,-0.395487427295435,0,-0.764863696274645,-0.568376840694641,0.00261060287118423,-0.767474299145829,-0.570987443565825,0,-1.77247956732103,-0.587678437991294,0.219706202560021,-1.99218576988106,-0.807384640551315,0,-1.74613985772938,-0.488857267551214,0.155275836366267,-1.90141569409565,-0.644133103917481
"307",307,507,40,1,1,2,19,6,3,23,0,1,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,-0.788633737632637,-2.02723945139619,-2.94138743366254,0.263793185750172,-1.60192253892648,-1.30226364316013,-3.0566511139494,-2.00705453273393,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,31,0.01,0,0.375,0.542763157894737,-0.542763157894737,-0.167763157894737,0,-0.161360831961074,-0.246898046370833,0.0596103052641358,-0.22097113722521,-0.306508351634968,0.633619181754549,0.529105157002653,0.219936856149222,0.020741172377884,0.508363984624769,0.199195683771338,0.0899616258143384,0.234418734211787,0.0584862902528397,0.0900639083993174,0.144354825812469,-0.0315776181464777,0.245595492121194,0.351930190646035,-0.119970023067229,0.0856829883564502,0.266247202289584,-0.205653011423679,0.0431757818836694,0.0683593875192113,0.114533046543551,0.263091775578385,-0.194732388059173,-0.148558729034833,0,-0.764863696274645,-0.089755012999758,0.0546712227257153,-0.81953491900036,-0.144426235725473,0,-1.74190405430607,-0.0430521124123008,0.253148169920134,-1.99505222422621,-0.296200282332435,0,-1.74613985772938,0.192782320898171,0.145491536053597,-1.89163139378298,0.0472907848445745
"308",308,508,40,1,1,2,19,13,4,24,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,-0.788633737632637,1.75747854025924,1.17272510199284,1.38019524776443,0.839258738186454,-0.281203744077711,-2.47571636666514,-1.01557876771665,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,54,34,0.01,0,0.5625,0.523026315789474,-0.523026315789474,0.0394736842105263,0.0384001547570066,-0.132848427157821,0.125545241371658,0.0132776474588499,-0.146126074616671,0.112267593912808,0.50420637673446,0.396308034488428,-0.292577038554117,-0.00208333305424847,0.398391367542676,-0.290493705499868,0.198483957950707,0.0900639083993173,-0.027224387573314,0.00209768641984384,0.0879662219794735,-0.0293220739931578,0.470914468654455,0.410688193909943,-0.0153073297533921,0.0379421107045248,0.372746083205418,-0.0532494404579169,0,-0.124365450147599,0.0382461316337721,0.178774659099155,-0.303140109246754,-0.140528527465383,0,-0.791733693618919,0.00596935253921847,-0.0141831454689871,-0.777550548149932,0.0201524980082056,0,-1.68075302827615,-0.0248979015596677,0.18530875041819,-1.86606177869434,-0.210206651977857,0,-1.77223132522984,-0.179021090983312,0.104723618084136,-1.87695494331398,-0.283744709067447
"309",309,509,40,1,1,2,19,15,5,25,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,0.836573336152777,1.75747854025924,1.17272510199284,1.38019524776443,0.839258738186454,-0.791733693618919,-1.89478161938088,-2.00705453273393,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43,35,0.01,0,0.9375,0.496710526315789,-0.496710526315789,0.440789473684211,0.438893491913315,-0.303922855977338,0.667280932633463,-0.0722595669509087,-0.23166328902643,0.739540499584372,1.09318868141223,0.363108753859871,-0.174304601314885,-0.141105320686328,0.5042140745462,-0.0331992806285564,0.149380166814049,0.0900639083993173,-0.370067098877929,-0.0317354758799537,0.121799384279271,-0.338331622997975,0.69958124940532,0.32255118901408,0.333568314626063,-0.110789085057243,0.433340274071323,0.444357399683306,0,-0.0922446438697977,-0.419475357824903,0.12858589929009,-0.220830543159887,-0.548061257114993,0,-0.791733693618919,-0.345019987770362,-0.108228136173946,-0.683505557444973,-0.236791851596416,0,-1.77247956732103,0.447111580608793,0.0840273635561311,-1.85650693087717,0.363084217052662,0,-1.74613985772938,-0.0241030026993604,-0.0273644361369173,-1.71877542159247,0.00326143343755681
"310",310,510,40,1,1,2,19,16,6,26,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,0.836573336152777,1.12669220831667,1.17272510199284,0.821994216757301,0.22896341890822,-0.791733693618919,-1.89478161938088,-2.00705453273393,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44,31,0.01,0,1,0.539473684210526,-0.539473684210526,0.460526315789474,0.439178121540413,-0.246898046370833,0.6334224519296,0.0132776474588499,-0.260175693829682,0.62014480447075,1.40310192724845,0.363108753859871,-0.134880455568474,-0.0643319842327916,0.427440738092663,-0.0705484713356823,0.27106257995177,0.0178864954930826,-0.112935065399468,-0.027224387573314,0.0451108830663966,-0.0857106778261537,0.940506353317488,0.32255118901408,0.508006136815791,-0.0226520801613806,0.345203269175461,0.530658216977172,0,-0.0280030313141941,-0.0380407832760072,0.164721806352617,-0.192724837666811,-0.202762589628624,0,-0.791733693618919,0.388866814695125,-0.0209006448050556,-0.770833048813864,0.40976745950018,0,-1.803055080336,0.737578954250923,0.179575841727884,-1.98263092206388,0.558003112523039,0,-1.74613985772938,0.471634879809283,0.0982007512090221,-1.84434060893841,0.373434128600261
"311",311,511,40,1,1,2,19,7,7,27,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,1.37830902741458,0.495905876374097,-0.884331165834851,0.821994216757301,0.22896341890822,-0.281203744077711,-0.732912124812359,-1.51131665022529,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43,38,0.01,0,1,0.480263157894737,-0.480263157894737,0.519736842105263,0.565585899929132,-0.246898046370833,0.87043181685664,-0.109682098255178,-0.137215948115654,0.980113915111818,0.0377391109402265,0.529105157002653,0.0228161274171688,-0.114130905175626,0.643236062178279,0.136947032592795,0,0.342684853571139,-0.327211759964852,-0.0339910200332735,0.376675873604412,-0.293220739931578,1.05174645575222,0.469446197173851,0.542893701253736,-0.0648843950073147,0.534330592181166,0.607778096261051,0,0.0362385812414095,-0.152471155640676,0.126578348897727,-0.0903397676563175,-0.279049504538403,0,-0.711123701586097,0.133601839924521,-0.109907511007964,-0.601216190578133,0.243509350932484,0,-1.83363059335096,0.77388737595619,0.0802054244292609,-1.91383601778022,0.693681951526929,0,-1.77223132522984,0.0998314679278005,-0.0143187023866898,-1.75791262284315,0.11415017031449
"312",312,512,40,1,1,2,19,4,8,28,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,0.836573336152777,0.495905876374097,-0.198645743225621,0.821994216757301,0.22896341890822,-1.30226364316013,-0.1519773775281,-1.51131665022529,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48,37,0.01,0,0.5,0.483552631578947,-0.483552631578947,0.0164473684210527,0,-0.332435260780591,0.0578282799639325,-0.0793876681517219,-0.253047592628869,0.137215948115654,0.686066591909545,0.429507315116984,0.141088564656401,-0.0643319842327916,0.493839299349776,0.205420548889192,0.415734459799498,0.234418734211787,-0.112935065399468,-0.0362465641865933,0.27066529839838,-0.0766885012128743,0.365481958720575,0.410688193909943,-0.154857587505174,-0.0373415809773577,0.448029774887301,-0.117516006527817,0,-0.0922446438697977,-0.152471155640676,0.120555697720639,-0.212800341590437,-0.273026853361315,0,-0.764863696274645,0.0697855962318695,-0.0931137626677923,-0.671749933606853,0.162899358899662,0,-1.92535713239584,0.13848999611403,0.0945376961550239,-2.01989482855086,0.0439522999590065,0,-1.77223132522984,0.161798703241381,0.026449215582771,-1.79868054081261,0.13534948765861
"313",313,513,40,1,1,2,19,12,9,29,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,-0.788633737632637,-0.765666787511045,-2.94138743366254,-1.41080990727121,-2.21221785820472,-1.30226364316013,-3.0566511139494,-0.0241030026993604,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45,30,0.01,0,0.25,0.542763157894737,-0.542763157894737,-0.292763157894737,0,-0.189873236764327,-0.280756527074695,0.0150596727590532,-0.20493290952338,-0.295816199833749,0.233643876089137,0.495905876374097,0.0622402731635795,-0.0643319842327916,0.560237860606889,0.126572257396371,0,0.378773560024256,-0.370067098877929,-0.00241340188679583,0.381186961911052,-0.367653696991133,0.320299327498034,0.528204200437759,-0.0850824586292832,0.0103992966745678,0.517804903763192,-0.0954817553038509,0.14588232379295,0.100480193797013,0.0763895890886617,0.152676503998441,-0.0521963102014279,-0.0762869149097792,0,-0.737993698930371,-0.21738750038506,-0.00914502096693569,-0.728848677963435,-0.208242479418124,0,-1.74190405430607,0.0295647309982317,0.159510661311816,-1.90141471561789,-0.129945930313584,0,-1.8505057277312,0.192782320898171,0.114507918396806,-1.96501364612801,0.0782744025013647
"314",314,514,40,1,1,2,19,18,10,30,0,0,25,8,4,9,6,2,7,4,6,3,2,25,20,25,20,10,0,0,-0.246898046370833,-0.765666787511045,0.487039679383608,0.263793185750172,0.839258738186454,-0.791733693618919,-2.47571636666514,-2.00705453273393,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,37,0.01,0,0.25,0.509868421052632,-0.509868421052632,-0.259868421052632,0,-0.275410451174085,-0.21303956566697,-0.0437471621476558,-0.23166328902643,-0.169292403519314,0.0123025694729838,0.495905876374097,-0.174304601314885,-0.0394325237613744,0.535338400135471,-0.13487207755351,0,0.198330027758669,-0.027224387573314,-0.013691122653395,0.212021150412064,-0.013533264919919,0.207956817564049,0.440067195541897,-0.119970023067229,0.00856310907257064,0.431504086469326,-0.128533132139799,0,-0.124365450147599,0.343393791272889,0.132601000074815,-0.256966450222414,0.210792791198074,0,-0.791733693618919,-0.121663134846084,-0.0209006448050556,-0.770833048813864,-0.100762490041028,0,-1.803055080336,-0.1519773775281,0.177664872164449,-1.98071995250045,-0.329642249692549,0,-1.74613985772938,0.0688478502710102,0.116138635115585,-1.86227849284497,-0.0472907848445746
